Meter No.,IP ,Keys 
CRYT3071371,2405:0203:c3f4:CBAC:0000:0000:0000:0010,123
CRYT3019167,2405:0203:c3f4:5930:0000:0000:0000:0010,123
CRYT3034691,2405:0203:c3f4:9BAE:0000:0000:0000:0010,123
CRYT3034765,2405:0203:c3f4:9BAC:0000:0000:0000:0010,123
CRYT3163362,2405:0203:c3f9:AD78:0000:0000:0000:0010,123
CRYT3067589,2405:0203:c3f4:D330:0000:0000:0000:0010,123
CRYT3150535,2405:0203:c3f9:66C5:0000:0000:0000:0010,123
CRYT3153907,2405:0203:c3f4:F422:0000:0000:0000:0010,123
CRYT3162725,2405:0203:c3f4:F3B5:0000:0000:0000:0010,123
CRYT3031543,2405:0203:c3f4:B2CB:0000:0000:0000:0010,123
CRYT3042029,2405:0203:c3f4:AD5C:0000:0000:0000:0010,123
CRYT3071026,2405:0203:c3f4:C6C0:0000:0000:0000:0010,123
CRYT3073386,2405:0203:c3f9:858B:0000:0000:0000:0010,123
CRYT3073837,2405:0203:c3f9:863C:0000:0000:0000:0010,123
CRYT3369457,2405:0203:c3e0:D056:0000:0000:0000:0010,123
CRYT3065529,2405:0203:c3f4:7C46:0000:0000:0000:0010,123
CRYT3069154,2405:0203:c3f4:C41F:0000:0000:0000:0010,123
CRYT3159181,2405:0203:c3f9:B4AD:0000:0000:0000:0010,123
CRYT3159214,2405:0203:c3f9:B47F:0000:0000:0000:0010,123
CRYT3159813,2405:0203:c3f9:B892:0000:0000:0000:0010,123
CRYT3164044,2405:0203:c3f9:AFA7:0000:0000:0000:0010,123
CRYT3151829,2405:0203:c3f9:98E4:0000:0000:0000:0010,123
CRYT3017588,2405:0203:c3f4:512A:0000:0000:0000:0010,123
CRYT3030234,2405:0203:c3f4:B79E:0000:0000:0000:0010,123
CRYT3015808,2405:0203:c3f4:56E3:0000:0000:0000:0010,123
CRYT3070845,2405:0203:c3f4:C2CD:0000:0000:0000:0010,123
CRYT3067588,2405:0203:c3f4:D32E:0000:0000:0000:0010,123
CRYT3072596,2405:0203:c3f9:8B31:0000:0000:0000:0010,123
CRYT3069917,2405:0203:c3f4:CDF1:0000:0000:0000:0010,123
CRYT3025391,2405:0203:c3f4:4311:0000:0000:0000:0010,123
CRYT3043275,2405:0203:c3f4:5B0F:0000:0000:0000:0010,123
CRYT3015096,2405:0203:c3f4:4D02:0000:0000:0000:0010,123
CRYT3041410,2405:0203:c3f4:A52D:0000:0000:0000:0010,123
CRYT3039502,2405:0203:c3f4:66BE:0000:0000:0000:0010,123
CRYT3161736,2405:0203:c3f4:F2DE:0000:0000:0000:0010,123
CRYT3158903,2405:0203:c3f4:EC3A:0000:0000:0000:0010,123
CRYT3040535,2405:0203:c3f4:C01E:0000:0000:0000:0010,123
CRYT3028293,2405:0203:c3f4:54B3:0000:0000:0000:0010,123
CRYT3019644,2405:0203:c3f4:83E5:0000:0000:0000:0010,123
CRYT3154050,2405:0203:c3f4:F1C6:0000:0000:0000:0010,123
CRYT3151381,2405:0203:c3f9:BEDD:0000:0000:0000:0010,123
CRYT3155001,2405:0203:c3f4:E57F:0000:0000:0000:0010,123
CRYT3164108,2405:0203:c3f4:E2C3:0000:0000:0000:0010,123
CRYT3150113,2405:0203:c3f9:61A1:0000:0000:0000:0010,123
CRYT3159196,2405:0203:c3f9:B4BA:0000:0000:0000:0010,123
CRYT3156751,2405:0203:c3f9:B621:0000:0000:0000:0010,123
CRYT3019320,2405:0203:c3f4:5724:0000:0000:0000:0010,123
CRYT3035045,2405:0203:c3f4:79CD:0000:0000:0000:0010,123
CRYT3072358,2405:0203:c3f9:89B2:0000:0000:0000:0010,123
CRYT3025341,2405:0203:c3f4:4209:0000:0000:0000:0010,123
CRYT3160681,2405:0203:c3f9:A489:0000:0000:0000:0010,123
CRYT3162253,2405:0203:c3f4:ED59:0000:0000:0000:0010,123
CRYT3030090,2405:0203:c3f4:B5CC:0000:0000:0000:0010,123
CRYT3016935,2405:0203:c3f4:439D:0000:0000:0000:0010,123
CRYT3039845,2405:0203:c3f4:830B:0000:0000:0000:0010,123
CRYT3068709,2405:0203:c3f4:D18A:0000:0000:0000:0010,123
CRYT3335786,2405:0203:c3fa:97EB:0000:0000:0000:0010,123
CRYT3156705,2405:0203:c3f9:BA31:0000:0000:0000:0010,123
CRYT3034673,2405:0203:c3f4:9B98:0000:0000:0000:0010,123
CRYT3072096,2405:0203:c3f9:8B15:0000:0000:0000:0010,123
CRYT3031702,2405:0203:c3f4:A735:0000:0000:0000:0010,123
CRYT3068330,2405:0203:c3f4:CF80:0000:0000:0000:0010,123
CRYT3068866,2405:0203:c3f4:CACC:0000:0000:0000:0010,123
CRYT3018023,2405:0203:c3f4:3AFD:0000:0000:0000:0010,123
CRYT3033964,2405:0203:c3f4:A8A5:0000:0000:0000:0010,123
CRYT3072300,2405:0203:c3f4:8D28:0000:0000:0000:0010,123
CRYT3017714,2405:0203:c3f4:5EE6:0000:0000:0000:0010,123
CRYT3066375,2405:0203:c3f4:648E:0000:0000:0000:0010,123
CRYT3071704,2405:0203:c3f4:8A4A:0000:0000:0000:0010,123
CRYT3071800,2405:0203:c3f4:8D23:0000:0000:0000:0010,123
CRYT3162963,2405:0203:c3f4:E4C2:0000:0000:0000:0010,123
CRYT3162685,2405:0203:c3f4:F3A3:0000:0000:0000:0010,123
CRYT3159184,2405:0203:c3f4:EB59:0000:0000:0000:0010,123
CRYT3074972,2405:0203:c3f9:8951:0000:0000:0000:0010,123
CRYT3163823,2405:0203:c3f9:ABE9:0000:0000:0000:0010,123
CRYT3157613,2405:0203:c3f4:E905:0000:0000:0000:0010,123
CRYT3162641,2405:0203:c3f4:F6D4:0000:0000:0000:0010,123
CRYT3036877,2405:0203:c3f4:7C54:0000:0000:0000:0010,123
CRYT3156165,2405:0203:c3f9:AD66:0000:0000:0000:0010,123
CRYT3153955,2405:0203:c3f9:BECD:0000:0000:0000:0010,123
CRYT3163885,2405:0203:c3f9:AFAB:0000:0000:0000:0010,123
CRYT3151998,2405:0203:c3f9:C0F0:0000:0000:0000:0010,123
CRYT3320354,2405:0203:c3f9:1E22:0000:0000:0000:0010,123
CRYT3158687,2405:0203:c3f4:EC0F:0000:0000:0000:0010,123
CRYT3156891,2405:0203:c3f9:B96B:0000:0000:0000:0010,123
CRYT3156798,2405:0203:c3f9:B62A:0000:0000:0000:0010,123
CRYT3161279,2405:0203:c3f9:9DF6:0000:0000:0000:0010,123
CRYT3158926,2405:0203:c3f4:EBB0:0000:0000:0000:0010,123
CRYT3034257,2405:0203:c3f4:9DB3:0000:0000:0000:0010,123
CRYT3067585,2405:0203:c3f4:D378:0000:0000:0000:0010,123
CRYT3030560,2405:0203:c3f4:B71F:0000:0000:0000:0010,123
CRYT3069460,2405:0203:c3f4:C1C5:0000:0000:0000:0010,123
CRYT3070537,2405:0203:c3f4:C862:0000:0000:0000:0010,123
CRYT3065390,2405:0203:c3f4:7E64:0000:0000:0000:0010,123
CRYT3069042,2405:0203:c3f4:CE77:0000:0000:0000:0010,123
CRYT3304638,2405:0203:c3fa:37D4:0000:0000:0000:0010,123
CRYT3302370,2405:0203:c3fa:F3D1:0000:0000:0000:0010,123
CRYT3065723,2405:0203:c3f4:7985:0000:0000:0000:0010,123
CRYT3069249,2405:0203:c3f4:CE87:0000:0000:0000:0010,123
CRYT3017069,2405:0203:c3f4:4D95:0000:0000:0000:0010,123
CRYT3042788,2405:0203:c3f4:9EF5:0000:0000:0000:0010,123
CRYT3042304,2405:0203:c3f4:AEF8:0000:0000:0000:0010,123
CRYT3030935,2405:0203:c3f4:C0E0:0000:0000:0000:0010,123
CRYT3163251,2405:0203:c3f9:B164:0000:0000:0000:0010,123
CRYT3154638,2405:0203:c3f4:EA95:0000:0000:0000:0010,123
CRYT3151756,2405:0203:c3f9:C1A8:0000:0000:0000:0010,123
CRYT3156857,2405:0203:c3f9:B98F:0000:0000:0000:0010,123
CRYT3015629,2405:0203:c3f4:605C:0000:0000:0000:0010,123
CRYT3019846,2405:0203:c3f4:4037:0000:0000:0000:0010,123
CRYT3068729,2405:0203:c3f4:CF62:0000:0000:0000:0010,123
CRYT3069292,2405:0203:c3f4:C49E:0000:0000:0000:0010,123
CRYT3029705,2405:0203:c3f4:5030:0000:0000:0000:0010,123
CRYT3018685,2405:0203:c3f4:60CA:0000:0000:0000:0010,123
CRYT3161679,2405:0203:c3f9:A67F:0000:0000:0000:0010,123
CRYT3153992,2405:0203:c3f9:9E3D:0000:0000:0000:0010,123
CRYT3160011,2405:0203:c3f4:F589:0000:0000:0000:0010,123
CRYT3157609,2405:0203:c3f4:F7F7:0000:0000:0000:0010,123
CRYT3035774,2405:0203:c3f4:77F6:0000:0000:0000:0010,123
CRYT3030487,2405:0203:c3f4:B7AF:0000:0000:0000:0010,123
CRYT3162714,2405:0203:c3f4:F420:0000:0000:0000:0010,123
CRYT3154629,2405:0203:c3f4:F1DA:0000:0000:0000:0010,123
CRYT3302965,2405:0203:c3fa:D5AF:0000:0000:0000:0010,123
CRYT3015983,2405:0203:c3f4:5C0C:0000:0000:0000:0010,123
CRYT3039081,2405:0203:c3f4:6530:0000:0000:0000:0010,123
CRYT3030662,2405:0203:c3f4:B897:0000:0000:0000:0010,123
CRYT3026510,2405:0203:c3f4:39E2:0000:0000:0000:0010,123
CRYT3043002,2405:0203:c3f4:7F0B:0000:0000:0000:0010,123
CRYT3334101,2405:0203:c3f9:4DFA:0000:0000:0000:0010,123
CRYT3017985,2405:0203:c3f4:5D43:0000:0000:0000:0010,123
CRYT3072267,2405:0203:c3f4:8CFC:0000:0000:0000:0010,123
CRYT3067649,2405:0203:c3f4:D366:0000:0000:0000:0010,123
CRYT3065891,2405:0203:c3f4:66A2:0000:0000:0000:0010,123
CRYT3027070,2405:0203:c3f4:4C85:0000:0000:0000:0010,123
CRYT3072419,2405:0203:c3f4:8C09:0000:0000:0000:0010,123
CRYT3040602,2405:0203:c3f4:C063:0000:0000:0000:0010,123
CRYT3032701,2405:0203:c3f4:B016:0000:0000:0000:0010,123
CRYT3043157,2405:0203:c3f4:8142:0000:0000:0000:0010,123
CRYT3016221,2405:0203:c3f4:3EC5:0000:0000:0000:0010,123
CRYT3156132,2405:0203:c3f9:B142:0000:0000:0000:0010,123
CRYT3314174,2405:0203:c3fa:F8A2:0000:0000:0000:0010,123
CRYT3037104,2405:0203:c3f4:7202:0000:0000:0000:0010,123
CRYT3026052,2405:0203:c3f4:3C08:0000:0000:0000:0010,123
CRYT3042185,2405:0203:c3f4:AEB9:0000:0000:0000:0010,123
CRYT3016660,2405:0203:c3f4:3E29:0000:0000:0000:0010,123
CRYT3066111,2405:0203:c3f4:97F8:0000:0000:0000:0010,123
CRYT3071205,2405:0203:c3f4:C5D6:0000:0000:0000:0010,123
CRYT3163227,2405:0203:c3f9:ACB2:0000:0000:0000:0010,123
CRYT3154516,2405:0203:c3f4:F2D9:0000:0000:0000:0010,123
CRYT3158094,2405:0203:c3f9:B73F:0000:0000:0000:0010,123
CRYT3019165,2405:0203:c3f4:5918:0000:0000:0000:0010,123
CRYT3039533,2405:0203:c3f4:7909:0000:0000:0000:0010,123
CRYT3043302,2405:0203:c3f4:93AA:0000:0000:0000:0010,123
CRYT3027082,2405:0203:c3f4:4C54:0000:0000:0000:0010,123
CRYT3038678,2405:0203:c3f4:7C1D:0000:0000:0000:0010,123
CRYT3162921,2405:0203:c3f4:E4B8:0000:0000:0000:0010,123
CRYT3030588,2405:0203:c3f4:B794:0000:0000:0000:0010,123
CRYT3040837,2405:0203:c3f4:B1C7:0000:0000:0000:0010,123
CRYT3033760,2405:0203:c3f4:A970:0000:0000:0000:0010,123
CRYT3065975,2405:0203:c3f4:6F54:0000:0000:0000:0010,123
CRYT3065137,2405:0203:c3f4:7F68:0000:0000:0000:0010,123
CRYT3073309,2405:0203:c3f9:86E5:0000:0000:0000:0010,123
CRYT3044464,2405:0203:c3f4:6B25:0000:0000:0000:0010,123
CRYT3019840,2405:0203:c3f4:8483:0000:0000:0000:0010,123
CRYT3016791,2405:0203:c3f4:448C:0000:0000:0000:0010,123
CRYT3068291,2405:0203:c3f4:CF94:0000:0000:0000:0010,123
CRYT3068660,2405:0203:c3f4:CF4E:0000:0000:0000:0010,123
CRYT3025395,2405:0203:c3f4:3D70:0000:0000:0000:0010,123
CRYT3027930,2405:0203:c3f4:4AAA:0000:0000:0000:0010,123
CRYT3159730,2405:0203:c3f9:B89C:0000:0000:0000:0010,123
CRYT3153165,2405:0203:c3f9:A2C1:0000:0000:0000:0010,123
CRYT3151858,2405:0203:c3f9:C20E:0000:0000:0000:0010,123
CRYT3150056,2405:0203:c3f9:60D7:0000:0000:0000:0010,123
CRYT3151851,2405:0203:c3f9:98C3:0000:0000:0000:0010,123
CRYT3030755,2405:0203:c3f4:B860:0000:0000:0000:0010,123
CRYT3026785,2405:0203:c3f4:4C15:0000:0000:0000:0010,123
CRYT3067398,2405:0203:c3f4:C8AD:0000:0000:0000:0010,123
CRYT3070807,2405:0203:c3f4:C2F1:0000:0000:0000:0010,123
CRYT3073720,2405:0203:c3f9:8560:0000:0000:0000:0010,123
CRYT3065297,2405:0203:c3f4:7EFE:0000:0000:0000:0010,123
CRYT3066726,2405:0203:c3f4:6463:0000:0000:0000:0010,123
CRYT3068790,2405:0203:c3f4:D2A3:0000:0000:0000:0010,123
CRYT3066664,2405:0203:c3f4:6445:0000:0000:0000:0010,123
CRYT3028749,2405:0203:c3f4:58DF:0000:0000:0000:0010,123
CRYT3016688,2405:0203:c3f4:3A47:0000:0000:0000:0010,123
CRYT3034321,2405:0203:c3f4:9FCF:0000:0000:0000:0010,123
CRYT3033663,2405:0203:c3f4:ABB9:0000:0000:0000:0010,123
CRYT3155600,2405:0203:c3f4:EF20:0000:0000:0000:0010,123
CRYT3044165,2405:0203:c3f4:6A13:0000:0000:0000:0010,123
CRYT3043439,2405:0203:c3f4:6385:0000:0000:0000:0010,123
CRYT3153515,2405:0203:c3f9:A469:0000:0000:0000:0010,123
CRYT3157862,2405:0203:c3f9:AF4A:0000:0000:0000:0010,123
CRYT3155597,2405:0203:c3f4:F027:0000:0000:0000:0010,123
CRYT3065214,2405:0203:c3f4:7FFC:0000:0000:0000:0010,123
CRYT3044679,2405:0203:c3f4:7C11:0000:0000:0000:0010,123
CRYT3068769,2405:0203:c3f4:C782:0000:0000:0000:0010,123
CRYT3044739,2405:0203:c3f4:6848:0000:0000:0000:0010,123
CRYT3156971,2405:0203:c3f9:B67E:0000:0000:0000:0010,123
CRYT3161727,2405:0203:c3f4:ECDF:0000:0000:0000:0010,123
CRYT3033369,2405:0203:c3f4:A0A9:0000:0000:0000:0010,123
CRYT3031441,2405:0203:c3f4:BDB3:0000:0000:0000:0010,123
CRYT3025478,2405:0203:c3f4:3F97:0000:0000:0000:0010,123
CRYT3157187,2405:0203:c3f9:A67E:0000:0000:0000:0010,123
CRYT3163792,2405:0203:c3f9:ABCE:0000:0000:0000:0010,123
CRYT3161629,2405:0203:c3f9:A773:0000:0000:0000:0010,123
CRYT3159422,2405:0203:c3f9:B3DA:0000:0000:0000:0010,123
CRYT3160497,2405:0203:c3f9:99EC:0000:0000:0000:0010,123
CRYT3016715,2405:0203:c3f4:3AF1:0000:0000:0000:0010,123
CRYT3026772,2405:0203:c3f4:484E:0000:0000:0000:0010,123
CRYT3026303,2405:0203:c3f4:4896:0000:0000:0000:0010,123
CRYT3067820,2405:0203:c3f4:D47A:0000:0000:0000:0010,123
CRYT3071751,2405:0203:c3f9:8BC8:0000:0000:0000:0010,123
CRYT3073382,2405:0203:c3f9:8591:0000:0000:0000:0010,123
CRYT3018213,2405:0203:c3f4:4586:0000:0000:0000:0010,123
CRYT3035219,2405:0203:c3f4:826C:0000:0000:0000:0010,123
CRYT3326886,2405:0203:c3fa:4273:0000:0000:0000:0010,123
CRYT3029659,2405:0203:c3f4:6CAF:0000:0000:0000:0010,123
CRYT3032816,2405:0203:c3f4:AE82:0000:0000:0000:0010,123
CRYT3069953,2405:0203:c3f4:C47C:0000:0000:0000:0010,123
CRYT3027260,2405:0203:c3f4:46D7:0000:0000:0000:0010,123
CRYT3027246,2405:0203:c3f4:4C91:0000:0000:0000:0010,123
CRYT3038610,2405:0203:c3f4:74C8:0000:0000:0000:0010,123
CRYT3074383,2405:0203:c3f9:7009:0000:0000:0000:0010,123
CRYT3065154,2405:0203:c3f4:970B:0000:0000:0000:0010,123
CRYT3029634,2405:0203:c3f4:76CB:0000:0000:0000:0010,123
CRYT3044268,2405:0203:c3f4:81E7:0000:0000:0000:0010,123
CRYT3037815,2405:0203:c3f4:7925:0000:0000:0000:0010,123
CRYT3044313,2405:0203:c3f4:81D9:0000:0000:0000:0010,123
CRYT3153735,2405:0203:c3f9:9EA5:0000:0000:0000:0010,123
CRYT3152026,2405:0203:c3f9:C230:0000:0000:0000:0010,123
CRYT3160346,2405:0203:c3f4:F656:0000:0000:0000:0010,123
CRYT3161410,2405:0203:c3f4:F4DD:0000:0000:0000:0010,123
CRYT3156122,2405:0203:c3f9:AE49:0000:0000:0000:0010,123
CRYT3156289,2405:0203:c3f9:B0B3:0000:0000:0000:0010,123
CRYT3154287,2405:0203:c3f9:A5C5:0000:0000:0000:0010,123
CRYT3151564,2405:0203:c3f9:98CA:0000:0000:0000:0010,123
CRYT3150870,2405:0203:c3f9:A107:0000:0000:0000:0010,123
CRYT3151533,2405:0203:c3f9:98B9:0000:0000:0000:0010,123
CRYT3164851,2405:0203:c3f9:BD97:0000:0000:0000:0010,123
CRYT3161607,2405:0203:c3f9:A7AA:0000:0000:0000:0010,123
CRYT3163831,2405:0203:c3f9:B033:0000:0000:0000:0010,123
CRYT3155624,2405:0203:c3f4:F7B6:0000:0000:0000:0010,123
CRYT3155029,2405:0203:c3f4:E5E6:0000:0000:0000:0010,123
CRYT3151875,2405:0203:c3f9:C239:0000:0000:0000:0010,123
CRYT3164964,2405:0203:c3f9:BBE1:0000:0000:0000:0010,123
CRYT3164424,2405:0203:c3f4:E3BF:0000:0000:0000:0010,123
CRYT3158548,2405:0203:c3f4:EA68:0000:0000:0000:0010,123
CRYT3150030,2405:0203:c3f9:5E92:0000:0000:0000:0010,123
CRYT3041111,2405:0203:c3f4:B53D:0000:0000:0000:0010,123
CRYT3043685,2405:0203:c3f4:788B:0000:0000:0000:0010,123
CRYT3016827,2405:0203:c3f4:4455:0000:0000:0000:0010,123
CRYT3017215,2405:0203:c3f4:6AD8:0000:0000:0000:0010,123
CRYT3032165,2405:0203:c3f4:A626:0000:0000:0000:0010,123
CRYT3068192,2405:0203:c3f4:D10A:0000:0000:0000:0010,123
CRYT3068637,2405:0203:c3f4:C955:0000:0000:0000:0010,123
CRYT3032694,2405:0203:c3f4:A247:0000:0000:0000:0010,123
CRYT3039305,2405:0203:c3f4:8560:0000:0000:0000:0010,123
CRYT3038615,2405:0203:c3f4:6DC2:0000:0000:0000:0010,123
CRYT3152175,2405:0203:c3f9:C0D9:0000:0000:0000:0010,123
CRYT3154439,2405:0203:c3f4:ECEE:0000:0000:0000:0010,123
CRYT3162206,2405:0203:c3f4:E9AC:0000:0000:0000:0010,123
CRYT3154322,2405:0203:c3f9:A5DE:0000:0000:0000:0010,123
CRYT3341098,2405:0203:c3fa:9F5A:0000:0000:0000:0010,123
CRYT3150739,2405:0203:c3f9:A181:0000:0000:0000:0010,123
CRYT3161566,2405:0203:c3f9:A6BB:0000:0000:0000:0010,123
CRYT3155253,2405:0203:c3f4:EE18:0000:0000:0000:0010,123
CRYT3152599,2405:0203:c3f9:A547:0000:0000:0000:0010,123
CRYT3410934,2405:0203:c3fa:9DC5:0000:0000:0000:0010,123
CRYT3038274,2405:0203:c3f4:64B0:0000:0000:0000:0010,123
CRYT3030287,2405:0203:c3f4:B6F9:0000:0000:0000:0010,123
CRYT3038603,2405:0203:c3f4:6DBC:0000:0000:0000:0010,123
CRYT3030835,2405:0203:c3f4:B94B:0000:0000:0000:0010,123
CRYT3153401,2405:0203:c3f9:98C6:0000:0000:0000:0010,123
CRYT3155429,2405:0203:c3f4:ECB2:0000:0000:0000:0010,123
CRYT3155883,2405:0203:c3f4:E499:0000:0000:0000:0010,123
CRYT3156325,2405:0203:c3f9:ADDF:0000:0000:0000:0010,123
CRYT3152579,2405:0203:c3f9:A262:0000:0000:0000:0010,123
CRYT3031938,2405:0203:c3f4:B461:0000:0000:0000:0010,123
CRYT3026763,2405:0203:c3f4:4C0F:0000:0000:0000:0010,123
CRYT3037257,2405:0203:c3f4:71D1:0000:0000:0000:0010,123
CRYT3037773,2405:0203:c3f4:7D00:0000:0000:0000:0010,123
CRYT3153467,2405:0203:c3f9:A4AC:0000:0000:0000:0010,123
CRYT3163953,2405:0203:c3f9:B0EE:0000:0000:0000:0010,123
CRYT3156778,2405:0203:c3f9:B62D:0000:0000:0000:0010,123
CRYT3150837,2405:0203:c3f9:9FEB:0000:0000:0000:0010,123
CRYT3017102,2405:0203:c3f4:4702:0000:0000:0000:0010,123
CRYT3040921,2405:0203:c3f4:B211:0000:0000:0000:0010,123
CRYT3017105,2405:0203:c3f4:4709:0000:0000:0000:0010,123
CRYT3043954,2405:0203:c3f4:6749:0000:0000:0000:0010,123
CRYT3043461,2405:0203:c3f4:7D53:0000:0000:0000:0010,123
CRYT3017181,2405:0203:c3f4:4781:0000:0000:0000:0010,123
CRYT3037214,2405:0203:c3f4:7AD4:0000:0000:0000:0010,123
CRYT3069938,2405:0203:c3f4:D07E:0000:0000:0000:0010,123
CRYT3039147,2405:0203:c3f4:6DDD:0000:0000:0000:0010,123
CRYT3067083,2405:0203:c3f4:71E9:0000:0000:0000:0010,123
CRYT3040006,2405:0203:c3f4:BAAE:0000:0000:0000:0010,123
CRYT3032504,2405:0203:c3f4:B0D5:0000:0000:0000:0010,123
CRYT3152863,2405:0203:c3f4:F5B9:0000:0000:0000:0010,123
CRYT3151303,2405:0203:c3f9:BF22:0000:0000:0000:0010,123
CRYT3153155,2405:0203:c3f9:9A02:0000:0000:0000:0010,123
CRYT3155473,2405:0203:c3f4:EDAA:0000:0000:0000:0010,123
CRYT3074562,2405:0203:c3f9:707E:0000:0000:0000:0010,123
CRYT3157926,2405:0203:c3f4:F7C5:0000:0000:0000:0010,123
CRYT3160772,2405:0203:c3f4:F1CB:0000:0000:0000:0010,123
CRYT3159014,2405:0203:c3f4:EBA1:0000:0000:0000:0010,123
CRYT3153426,2405:0203:c3f9:A38B:0000:0000:0000:0010,123
CRYT3155662,2405:0203:c3f4:F425:0000:0000:0000:0010,123
CRYT3155687,2405:0203:c3f4:F398:0000:0000:0000:0010,123
CRYT3158566,2405:0203:c3f4:EA15:0000:0000:0000:0010,123
CRYT3162897,2405:0203:c3f4:E749:0000:0000:0000:0010,123
CRYT3039238,2405:0203:c3f4:74E7:0000:0000:0000:0010,123
CRYT3015110,2405:0203:c3f4:46BD:0000:0000:0000:0010,123
CRYT3154466,2405:0203:c3f4:ECD8:0000:0000:0000:0010,123
CRYT3151005,2405:0203:c3f9:A0CD:0000:0000:0000:0010,123
CRYT3158113,2405:0203:c3f9:B826:0000:0000:0000:0010,123
CRYT3156015,2405:0203:c3f9:AF17:0000:0000:0000:0010,123
CRYT3162207,2405:0203:c3f4:E9E6:0000:0000:0000:0010,123
CRYT3153440,2405:0203:c3f9:A3A6:0000:0000:0000:0010,123
CRYT3160319,2405:0203:c3f4:F674:0000:0000:0000:0010,123
CRYT3151305,2405:0203:c3f9:6786:0000:0000:0000:0010,123
CRYT3155522,2405:0203:c3f4:ED5F:0000:0000:0000:0010,123
CRYT3157976,2405:0203:c3f9:B0A6:0000:0000:0000:0010,123
CRYT3153840,2405:0203:c3f9:A4A6:0000:0000:0000:0010,123
CRYT3074931,2405:0203:c3f9:8761:0000:0000:0000:0010,123
CRYT3156470,2405:0203:c3f9:AB8E:0000:0000:0000:0010,123
CRYT3031453,2405:0203:c3f4:BE5B:0000:0000:0000:0010,123
CRYT3073443,2405:0203:c3f9:85BD:0000:0000:0000:0010,123
CRYT3028675,2405:0203:c3f4:59C1:0000:0000:0000:0010,123
CRYT3311227,2405:0203:c3fa:3F2E:0000:0000:0000:0010,123
CRYT3026871,2405:0203:c3f4:4803:0000:0000:0000:0010,123
CRYT3037902,2405:0203:c3f4:98E7:0000:0000:0000:0010,123
CRYT3032479,2405:0203:c3f4:A078:0000:0000:0000:0010,123
CRYT3154081,2405:0203:c3f9:9CAB:0000:0000:0000:0010,123
CRYT3153240,2405:0203:c3f9:9EBE:0000:0000:0000:0010,123
CRYT3157892,2405:0203:c3f9:ACDE:0000:0000:0000:0010,123
CRYT3151157,2405:0203:c3f9:9910:0000:0000:0000:0010,123
CRYT3161796,2405:0203:c3f4:EAB0:0000:0000:0000:0010,123
CRYT3161329,2405:0203:c3f9:9C4A:0000:0000:0000:0010,123
CRYT3162865,2405:0203:c3f4:E70F:0000:0000:0000:0010,123
CRYT3159004,2405:0203:c3f4:EB2F:0000:0000:0000:0010,123
CRYT3031289,2405:0203:c3f4:BCE7:0000:0000:0000:0010,123
CRYT3041924,2405:0203:c3f4:AD99:0000:0000:0000:0010,123
CRYT3040891,2405:0203:c3f4:B1E9:0000:0000:0000:0010,123
CRYT3033335,2405:0203:c3f4:A29E:0000:0000:0000:0010,123
CRYT3069032,2405:0203:c3f4:CE3B:0000:0000:0000:0010,123
CRYT3066553,2405:0203:c3f4:75E7:0000:0000:0000:0010,123
CRYT3037933,2405:0203:c3f4:9932:0000:0000:0000:0010,123
CRYT3026826,2405:0203:c3f4:4853:0000:0000:0000:0010,123
CRYT3162030,2405:0203:c3f4:EA80:0000:0000:0000:0010,123
CRYT3163949,2405:0203:c3f9:B12F:0000:0000:0000:0010,123
CRYT3153996,2405:0203:c3f4:EF9E:0000:0000:0000:0010,123
CRYT3154164,2405:0203:c3f9:9C89:0000:0000:0000:0010,123
CRYT3016848,2405:0203:c3f4:4401:0000:0000:0000:0010,123
CRYT3040871,2405:0203:c3f4:BE26:0000:0000:0000:0010,123
CRYT3029637,2405:0203:c3f4:6CB1:0000:0000:0000:0010,123
CRYT3302685,2405:0203:c3fa:C802:0000:0000:0000:0010,123
CRYT3160645,2405:0203:c3f9:A43B:0000:0000:0000:0010,123
CRYT3074597,2405:0203:c3f9:7067:0000:0000:0000:0010,123
CRYT3025911,2405:0203:c3f4:4DDE:0000:0000:0000:0010,123
CRYT3027832,2405:0203:c3f4:4A26:0000:0000:0000:0010,123
CRYT3069990,2405:0203:c3f4:C51F:0000:0000:0000:0010,123
CRYT3039993,2405:0203:c3f4:D3FD:0000:0000:0000:0010,123
CRYT3068586,2405:0203:c3f4:CF30:0000:0000:0000:0010,123
CRYT3031757,2405:0203:c3f4:B4E1:0000:0000:0000:0010,123
CRYT3065424,2405:0203:c3f4:7E44:0000:0000:0000:0010,123
CRYT3016506,2405:0203:c3f4:3E00:0000:0000:0000:0010,123
CRYT3036561,2405:0203:c3f4:81EF:0000:0000:0000:0010,123
CRYT3033670,2405:0203:c3f4:9E35:0000:0000:0000:0010,123
CRYT3041298,2405:0203:c3f4:B3FC:0000:0000:0000:0010,123
CRYT3033204,2405:0203:c3f4:A145:0000:0000:0000:0010,123
CRYT3068853,2405:0203:c3f4:CAA3:0000:0000:0000:0010,123
CRYT3032768,2405:0203:c3f4:AFD2:0000:0000:0000:0010,123
CRYT3065700,2405:0203:c3f4:7963:0000:0000:0000:0010,123
CRYT3030358,2405:0203:c3f4:B675:0000:0000:0000:0010,123
CRYT3155558,2405:0203:c3f4:F369:0000:0000:0000:0010,123
CRYT3163097,2405:0203:c3f9:B1C1:0000:0000:0000:0010,123
CRYT3040988,2405:0203:c3f4:B259:0000:0000:0000:0010,123
CRYT3072270,2405:0203:c3f4:89D7:0000:0000:0000:0010,123
